id,image,img_path,seg_path,label
ISIC_0000013,ISIC_0000013,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000013.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000013_segmentation.png,2
ISIC_0000014,ISIC_0000014,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000014.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000014_segmentation.png,1
ISIC_0000015,ISIC_0000015,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000015.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000015_segmentation.png,1
ISIC_0000016,ISIC_0000016,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000016.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000016_segmentation.png,1
ISIC_0000017,ISIC_0000017_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000017.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000017_segmentation.png,1
ISIC_0000018,ISIC_0000018_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000018.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000018_segmentation.png,1
ISIC_0000019,ISIC_0000019_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000019.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000019_segmentation.png,1
ISIC_0000020,ISIC_0000020_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000020.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000020_segmentation.png,1
ISIC_0000021,ISIC_0000021_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000021.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000021_segmentation.png,1
ISIC_0000022,ISIC_0000022_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000022.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000022_segmentation.png,2
ISIC_0000023,ISIC_0000023_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000023.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000023_segmentation.png,1
ISIC_0000024,ISIC_0000024_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000024.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000024_segmentation.png,1
ISIC_0000025,ISIC_0000025_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000025.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000025_segmentation.png,1
ISIC_0000026,ISIC_0000026_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000026.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000026_segmentation.png,2
ISIC_0000027,ISIC_0000027_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000027.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000027_segmentation.png,1
ISIC_0000028,ISIC_0000028_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000028.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000028_segmentation.png,1
ISIC_0000029,ISIC_0000029_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000029.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000029_segmentation.png,2
ISIC_0000030,ISIC_0000030_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000030.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000030_segmentation.png,2
ISIC_0000031,ISIC_0000031_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000031.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000031_segmentation.png,2
ISIC_0000032,ISIC_0000032_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000032.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000032_segmentation.png,1
ISIC_0000034,ISIC_0000034_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000034.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000034_segmentation.png,1
ISIC_0000035,ISIC_0000035_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000035.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000035_segmentation.png,2
ISIC_0000036,ISIC_0000036_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000036.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000036_segmentation.png,2
ISIC_0000037,ISIC_0000037_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000037.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000037_segmentation.png,1
ISIC_0000038,ISIC_0000038_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000038.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000038_segmentation.png,1
ISIC_0000039,ISIC_0000039_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000039.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000039_segmentation.png,1
ISIC_0000040,ISIC_0000040_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000040.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000040_segmentation.png,2
ISIC_0000041,ISIC_0000041_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000041.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000041_segmentation.png,1
ISIC_0000042,ISIC_0000042_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000042.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000042_segmentation.png,1
ISIC_0000043,ISIC_0000043_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000043.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000043_segmentation.png,2
ISIC_0000044,ISIC_0000044_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000044.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000044_segmentation.png,1
ISIC_0000045,ISIC_0000045_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000045.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000045_segmentation.png,1
ISIC_0000046,ISIC_0000046_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000046.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000046_segmentation.png,2
ISIC_0000047,ISIC_0000047_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000047.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000047_segmentation.png,1
ISIC_0000048,ISIC_0000048_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000048.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000048_segmentation.png,1
ISIC_0000049,ISIC_0000049_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000049.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000049_segmentation.png,2
ISIC_0000050,ISIC_0000050_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000050.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000050_segmentation.png,1
ISIC_0000051,ISIC_0000051_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000051.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000051_segmentation.png,1
ISIC_0000052,ISIC_0000052_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000052.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000052_segmentation.png,1
ISIC_0000053,ISIC_0000053_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000053.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000053_segmentation.png,1
ISIC_0000054,ISIC_0000054_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000054.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000054_segmentation.png,2
ISIC_0000055,ISIC_0000055_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000055.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000055_segmentation.png,1
ISIC_0000056,ISIC_0000056_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000056.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000056_segmentation.png,2
ISIC_0000057,ISIC_0000057_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000057.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000057_segmentation.png,1
ISIC_0000058,ISIC_0000058_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000058.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000058_segmentation.png,1
ISIC_0000059,ISIC_0000059_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000059.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000059_segmentation.png,1
ISIC_0000060,ISIC_0000060_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000060.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000060_segmentation.png,1
ISIC_0000061,ISIC_0000061_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000061.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000061_segmentation.png,1
ISIC_0000062,ISIC_0000062_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000062.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000062_segmentation.png,1
ISIC_0000063,ISIC_0000063_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000063.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000063_segmentation.png,1
ISIC_0000064,ISIC_0000064_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000064.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000064_segmentation.png,1
ISIC_0000065,ISIC_0000065_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000065.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000065_segmentation.png,1
ISIC_0000066,ISIC_0000066,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000066.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000066_segmentation.png,1
ISIC_0000067,ISIC_0000067,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000067.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000067_segmentation.png,1
ISIC_0000068,ISIC_0000068,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000068.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000068_segmentation.png,1
ISIC_0000069,ISIC_0000069,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000069.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000069_segmentation.png,1
ISIC_0000071,ISIC_0000071,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000071.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000071_segmentation.png,1
ISIC_0000072,ISIC_0000072,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000072.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000072_segmentation.png,1
ISIC_0000073,ISIC_0000073,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000073.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000073_segmentation.png,1
ISIC_0000074,ISIC_0000074,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000074.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000074_segmentation.png,2
ISIC_0000075,ISIC_0000075,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000075.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000075_segmentation.png,1
ISIC_0000077,ISIC_0000077_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000077.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000077_segmentation.png,2
ISIC_0000078,ISIC_0000078_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000078.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000078_segmentation.png,2
ISIC_0000079,ISIC_0000079_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000079.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000079_segmentation.png,1
ISIC_0000080,ISIC_0000080_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000080.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000080_segmentation.png,1
ISIC_0000081,ISIC_0000081_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000081.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000081_segmentation.png,1
ISIC_0000082,ISIC_0000082_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000082.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000082_segmentation.png,1
ISIC_0000085,ISIC_0000085_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000085.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000085_segmentation.png,1
ISIC_0000086,ISIC_0000086_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000086.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000086_segmentation.png,1
ISIC_0000087,ISIC_0000087_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000087.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000087_segmentation.png,1
ISIC_0000088,ISIC_0000088_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000088.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000088_segmentation.png,1
ISIC_0000089,ISIC_0000089_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000089.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000089_segmentation.png,1
ISIC_0000091,ISIC_0000091_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000091.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000091_segmentation.png,1
ISIC_0000092,ISIC_0000092_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000092.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000092_segmentation.png,1
ISIC_0000093,ISIC_0000093_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000093.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000093_segmentation.png,1
ISIC_0000094,ISIC_0000094_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000094.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000094_segmentation.png,1
ISIC_0000095,ISIC_0000095_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000095.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000095_segmentation.png,1
ISIC_0000096,ISIC_0000096_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000096.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000096_segmentation.png,1
ISIC_0000097,ISIC_0000097_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000097.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000097_segmentation.png,1
ISIC_0000098,ISIC_0000098_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000098.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000098_segmentation.png,1
ISIC_0000099,ISIC_0000099_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000099.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000099_segmentation.png,1
ISIC_0000100,ISIC_0000100_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000100.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000100_segmentation.png,1
ISIC_0000101,ISIC_0000101_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000101.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000101_segmentation.png,1
ISIC_0000102,ISIC_0000102_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000102.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000102_segmentation.png,1
ISIC_0000103,ISIC_0000103_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000103.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000103_segmentation.png,1
ISIC_0000104,ISIC_0000104_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000104.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000104_segmentation.png,1
ISIC_0000105,ISIC_0000105_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000105.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000105_segmentation.png,1
ISIC_0000107,ISIC_0000107_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000107.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000107_segmentation.png,1
ISIC_0000108,ISIC_0000108_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000108.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000108_segmentation.png,1
ISIC_0000109,ISIC_0000109_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000109.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000109_segmentation.png,1
ISIC_0000110,ISIC_0000110_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000110.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000110_segmentation.png,1
ISIC_0000111,ISIC_0000111_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000111.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000111_segmentation.png,1
ISIC_0000112,ISIC_0000112_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000112.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000112_segmentation.png,1
ISIC_0000113,ISIC_0000113_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000113.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000113_segmentation.png,1
ISIC_0000115,ISIC_0000115_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000115.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000115_segmentation.png,1
ISIC_0000116,ISIC_0000116_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000116.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000116_segmentation.png,1
ISIC_0000117,ISIC_0000117_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000117.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000117_segmentation.png,1
ISIC_0000119,ISIC_0000119_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000119.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000119_segmentation.png,1
ISIC_0000120,ISIC_0000120_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000120.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000120_segmentation.png,1
ISIC_0000121,ISIC_0000121_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000121.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000121_segmentation.png,1
ISIC_0000122,ISIC_0000122_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000122.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000122_segmentation.png,1
ISIC_0000123,ISIC_0000123_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000123.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000123_segmentation.png,1
ISIC_0000124,ISIC_0000124_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000124.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000124_segmentation.png,1
ISIC_0000125,ISIC_0000125_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000125.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000125_segmentation.png,1
ISIC_0000126,ISIC_0000126_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000126.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000126_segmentation.png,1
ISIC_0000127,ISIC_0000127_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000127.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000127_segmentation.png,1
ISIC_0000128,ISIC_0000128_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000128.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000128_segmentation.png,1
ISIC_0000129,ISIC_0000129_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000129.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000129_segmentation.png,1
ISIC_0000131,ISIC_0000131_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000131.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000131_segmentation.png,1
ISIC_0000132,ISIC_0000132_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000132.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000132_segmentation.png,1
ISIC_0000133,ISIC_0000133_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000133.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000133_segmentation.png,1
ISIC_0000134,ISIC_0000134_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000134.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000134_segmentation.png,1
ISIC_0000135,ISIC_0000135_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000135.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000135_segmentation.png,1
ISIC_0000136,ISIC_0000136_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000136.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000136_segmentation.png,1
ISIC_0000137,ISIC_0000137_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000137.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000137_segmentation.png,1
ISIC_0000138,ISIC_0000138_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000138.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000138_segmentation.png,1
ISIC_0000139,ISIC_0000139_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000139.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000139_segmentation.png,2
ISIC_0000140,ISIC_0000140_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000140.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000140_segmentation.png,2
ISIC_0000141,ISIC_0000141_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000141.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000141_segmentation.png,2
ISIC_0000142,ISIC_0000142_downsampled,data/ISIC/ISIC2018_Task1-2_Training_Input/ISIC_0000142.jpg,data/ISIC/ISIC2018_Task1_Training_GroundTruth/ISIC_0000142_segmentation.png,2
